ID,Modality,Content,Label,Source,Explanation,Category,Date
f10df30e,Text,INSIDER REPORT: Healthcare provider to replace 95% of workforce with AI by 2026,Fake,,Misquotes public figure. Original statement was taken out of context.,business,2025-04-15
ea94b1c7,Text,"LEAKED DOCUMENT: Banking industry secretly tracking users through wearable technology, International aid requested",Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,technology,2025-03-24
3d81c334,Text,New law allows Government to restrict access for posting certain content,Fake,,No such incident occurred. Image used was from an unrelated event.,science,2025-03-19
4bc1a367,Text,MP secretly met with foreign agent to discuss mind control technology,Fake,,Misquotes public figure. Original statement was taken out of context.,science,2025-04-15
c00995b6,Text,"EXCLUSIVE: Political leader announces surprise causes, cites 'health conspiracy' as reason",Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,security,2025-04-02
193491df,Text,"LEAKED DOCUMENT: Tech conglomerate secretly collecting DNA through smart speakers, Economy in ruins",Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,finance,2025-03-20
3f58ffca,Text,Hostile regime developing secret artificial intelligence capable of instant surveillance anywhere,Fake,,Presents common statistical variation as unusual or dangerous without scientific basis.,politics,2025-04-02
14a464ac,Text,New law allows Federal authorities to community service for posting certain content,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,science,2025-04-10
3ff9769c,Text,INSIDER REPORT: Banking corporation to replace 87% of workforce with AI by 2027,Fake,,Misrepresents how encryption works. Document cited is fabricated.,business,2025-04-03
309be614,Text,Anonymous whistleblower: Major corporation has been concealing environmental damage for decades,Fake,,Presents common side effect as unusual or dangerous without scientific basis.,disaster,2025-04-09
69eec28e,Text,"EXCLUSIVE: Sports star announces surprise disrupts, cites 'spiritual awakening' as reason",Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,disaster,2025-03-20
1d0ef923,Text,Scientists baffled by mysterious structures appearing in strategic facility,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,science,2025-04-09
8ded8dd2,Text,Economic COLLAPSE imminent as Credit institution prepares to cancel all debts,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,business,2025-03-24
95bd4568,Text,ALERT: Skincare product found to contain radioactive material linked to kidney failure,Fake,,Misrepresents how smartphone technology works. Document cited is fabricated.,politics,2025-04-05
70f92d25,Text,Doctors won't tell you: cinnamon can eliminate {health_condition} overnight,Fake,,Misquotes public figure. Original statement was taken out of context.,environment,2025-04-14
2d8f482c,Text,Doctors won't tell you: cinnamon can eliminate {health_condition} overnight,Fake,,No such event occurred on this date. Image circulated was from a different incident.,health,2025-03-18
c0b65a5a,Text,Anonymous whistleblower: Scientific community has been suppressing alternative energy for decades,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,celebrity,2025-04-09
58588825,Text,"LEAKED DOCUMENT: Major corporation secretly testing experimental technology through public water supply, International aid requested",Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,science,2025-03-28
1006f8e1,Text,CONFIRMED: Secret group found to be using toxic waste dumping in famous landmark,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,education,2025-03-15
8dfb1dcb,Text,Scientists baffled by mysterious structures appearing in tech headquarters,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,education,2025-03-19
fa9e74db,Text,Doctors won't tell you: turmeric can eliminate {health_condition} overnight,Fake,,Misrepresents how data processing works. Document cited is fabricated.,celebrity,2025-04-08
8a38e3e6,Text,URGENT: Common appliance recalled after being linked to house arrest,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,technology,2025-04-11
2550a2a5,Text,Award-winning director reveals shocking truth about sports business: 'This corruption goes to the highest levels',Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,celebrity,2025-03-20
2cc9f177,Text,New study finds smart devices emit carcinogenic particles that causes immune suppression in elderly,Fake,,Presents common routine occurrence as unusual or dangerous without scientific basis.,sports,2025-03-31
8c4dde45,Text,Doctors won't tell you: coconut oil can eliminate {health_condition} overnight,Fake,,No such event occurred on this date. Image circulated was from a different incident.,politics,2025-04-13
890204be,Text,URGENT: Widely used app recalled after being linked to house arrest,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,space,2025-04-12
f1a36be9,Text,New study finds household plants emit carcinogenic particles that causes developmental delays in genetically predisposed individuals,Fake,,No such event occurred on this date. Image circulated was from a different incident.,health,2025-03-27
1e90b4c6,Text,Scientists baffled by bizarre weather patterns appearing in strategic facility,Fake,,No such incident occurred. Image used was from an unrelated event.,space,2025-03-27
5e1ce885,Text,Scientists baffled by unidentified flying objects appearing in financial district,Fake,,Misrepresents how artificial intelligence works. Document cited is fabricated.,business,2025-04-02
b086af22,Text,New study finds packaged foods emit nanobots that causes psychological dependency in teenagers,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,space,2025-03-28
bfa14461,Text,"LEAKED DOCUMENT: Government agency secretly conducting experiments through mobile phones, Critical shortage of supplies",Fake,,Presents common common symptom as unusual or dangerous without scientific basis.,security,2025-04-07
dbd2969d,Text,"LEAKED DOCUMENT: Major corporation secretly testing experimental technology through mobile phones, Economy in ruins",Fake,,Accusations not supported by evidence. No investigations have found such practices.,business,2025-03-29
3dd5398b,Text,Doctors won't tell you: coconut oil can eliminate {health_condition} overnight,Fake,,Misquotes public figure. Original statement was taken out of context.,health,2025-04-09
a9f5734c,Text,Anonymous whistleblower: Banking industry has been covering up critical evidence for decades,Fake,,No such event occurred on this date. Image circulated was from a different incident.,security,2025-04-13
43773109,Text,"Famous fashion icon investigated for tax evasion, faces complete asset seizure",Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,celebrity,2025-03-22
0f318af6,Text,Scientists baffled by strange light patterns appearing in major university,Fake,,Misquotes public figure. Original statement was taken out of context.,politics,2025-04-10
c26ae766,Text,Anonymous whistleblower: Scientific community has been distorting historical facts for decades,Fake,,Misquotes public figure. Original statement was taken out of context.,sports,2025-03-15
